X1	X2	NSH	SHX1	SHX2	SH	Type
FC30a	NB27a	14230	0.9717	0.9783	0.9717	Non-TR
FC30a	NB27b	14306	0.9723	0.9794	0.9723	Non-TR
FC30a	NB28	14373	0.9723	0.979	0.9723	Non-TR
FC30a	NB2	14323	0.9719	0.9518	0.9518	Non-TR
FC30a	NB5	13998	0.9707	0.9533	0.9533	Non-TR
FC30a	NB6	14344	0.9726	0.9514	0.9514	Non-TR
FC30a	NB8	14405	0.9719	0.9785	0.9719	Non-TR
FC30a	NB9	13968	0.9777	0.982	0.9777	Non-TR
FC30a	WH11	14419	0.9748	0.9511	0.9511	Non-TR
FC30a	WH13	14529	0.9787	0.9515	0.9515	Non-TR
FC30a	WH15	14365	0.9795	0.952	0.952	Non-TR
FC30a	WH1	14420	0.9754	0.9507	0.9507	Non-TR
FC30a	WH20	14452	0.9773	0.9505	0.9505	Non-TR
FC30a	WH22	14347	0.9778	0.9515	0.9515	Non-TR
FC30a	WH25	14279	0.9755	0.9521	0.9521	Non-TR
FC30a	WH28	14350	0.9751	0.9512	0.9512	Non-TR
FC30a	WH29	10313	0.972	0.9544	0.9544	Non-TR
FC30a	WH3a	14305	0.9779	0.9531	0.9531	Non-TR
FC30a	WH3b	13869	0.9735	0.9529	0.9529	Non-TR
FC30a	WH5	14507	0.9753	0.9499	0.9499	Non-TR
FC30a	WH6	14458	0.9773	0.9517	0.9517	Non-TR
FC30a	WH9	14538	0.9771	0.9517	0.9517	Non-TR
FC30b	FC5	13862	0.9664	0.9732	0.9664	Non-TR
FC30b	FC7	13785	0.9658	0.9731	0.9658	Non-TR
FC30b	FI11	13507	0.9763	0.9811	0.9763	Non-TR
FC30b	FI16	13830	0.9764	0.979	0.9764	Non-TR
FC30b	FI1	14070	0.9786	0.9809	0.9786	Non-TR
FC30b	FI21	13533	0.977	0.9794	0.977	Non-TR
FC30b	FI22	14278	0.9781	0.9798	0.9781	Non-TR
FC30b	FI25	14245	0.9798	0.98	0.9798	Non-TR
FC30b	FI26	14106	0.9762	0.9805	0.9762	Non-TR
FC30b	FI29	14407	0.9789	0.9798	0.9789	Non-TR
FC30b	FI5	14177	0.9773	0.9804	0.9773	Non-TR
FC30b	FI7	14085	0.9799	0.9789	0.9789	Non-TR
FC30b	FI8	14080	0.9798	0.9791	0.9791	Non-TR
FC30b	FI9	14152	0.9787	0.9817	0.9787	Non-TR
FC30b	GU10	4659	0.3295	0.9547	0.3295	Non-TR
FC30b	GU12	2501	0.1753	0.9586	0.1753	Non-TR
FC30b	GU13	3636	0.2556	0.9614	0.2556	Non-TR
FC30b	GU17	3041	0.2114	0.9679	0.2114	Non-TR
FC30b	GU19	2308	0.1637	0.9521	0.1637	Non-TR
FC30b	GU21	2593	0.1942	0.9668	0.1942	Non-TR
FC30b	GU23	1572	0.1096	0.9533	0.1096	Non-TR
FC30b	GU25	4176	0.2951	0.9598	0.2951	Non-TR
FC30b	GU26	4401	0.3343	0.9542	0.3343	Non-TR
FC30b	GU28	4527	0.332	0.9561	0.332	Non-TR
FC30b	GU30	4665	0.3235	0.954	0.3235	Non-TR
FC30b	GU5	4669	0.3246	0.954	0.3246	Non-TR
FC30b	GU7	4578	0.3307	0.9555	0.3307	Non-TR
FC30b	HB10	13996	0.9747	0.9663	0.9663	Non-TR
FC30b	HB12	13834	0.9718	0.9688	0.9688	Non-TR
FC30b	HB16	14057	0.9762	0.9666	0.9666	Non-TR
FC30b	HB19	14098	0.9773	0.9677	0.9677	Non-TR
FC30b	HB1	13814	0.9736	0.9651	0.9651	Non-TR
FC30b	HB20	14000	0.9764	0.9645	0.9645	Non-TR
FC30b	HB23	13947	0.9714	0.9689	0.9689	Non-TR
FC30b	HB24	13924	0.9716	0.9684	0.9684	Non-TR
FC30b	HB27	14296	0.9768	0.9666	0.9666	Non-TR
FC30b	HB28	14231	0.9757	0.9614	0.9614	Non-TR
FC30b	HB2	13810	0.9764	0.9626	0.9626	Non-TR
FC30b	HB30	13941	0.973	0.966	0.966	Non-TR
FC30b	HB4	13462	0.9734	0.9605	0.9605	Non-TR
FC30b	HB5	14197	0.975	0.9672	0.9672	Non-TR
FC30b	MB10	14375	0.9787	0.9821	0.9787	Non-TR
FC30b	MB11	13956	0.9779	0.9818	0.9779	Non-TR
FC30b	MB16	13990	0.9747	0.9754	0.9747	Non-TR
FC30b	MB17	14347	0.9782	0.9787	0.9782	Non-TR
FC30b	MB18	14212	0.9737	0.9796	0.9737	Non-TR
FC30b	MB1	14158	0.9735	0.9837	0.9735	Non-TR
FC30b	MB21	14113	0.9801	0.9801	0.9801	Non-TR
FC30b	MB23	14406	0.9826	0.9807	0.9807	Non-TR
FC30b	MB26	14050	0.9796	0.9814	0.9796	Non-TR
FC30b	MB3	14503	0.9848	0.9798	0.9798	Non-TR
FC30b	MB5	13761	0.976	0.9802	0.976	Non-TR
FC30b	MB9	14201	0.9741	0.9838	0.9741	Non-TR
FC30b	MM10	13740	0.9675	0.9725	0.9675	Non-TR
FC30b	MM12	13989	0.9699	0.9698	0.9698	Non-TR
FC30b	MM13	13752	0.9709	0.9713	0.9709	Non-TR
FC30b	MM15a	13791	0.966	0.9734	0.966	Non-TR
FC30b	MM15b	13524	0.973	0.974	0.973	Non-TR
FC30b	MM1	13860	0.9732	0.973	0.973	Non-TR
FC30b	MM20	14129	0.9715	0.9736	0.9715	Non-TR
FC30b	MM25	13873	0.9685	0.9742	0.9685	Non-TR
FC30b	MM29	14030	0.9734	0.9722	0.9722	Non-TR
FC30b	MM2	13989	0.9735	0.9697	0.9697	Non-TR
FC30b	MM30	13777	0.972	0.9726	0.972	Non-TR
FC30b	MM6	13855	0.97	0.9741	0.97	Non-TR
FC30b	MM7	13717	0.9661	0.9746	0.9661	Non-TR
FC30b	MM8	13623	0.9705	0.9724	0.9705	Non-TR
FC30b	NB11	14075	0.974	0.9774	0.974	Non-TR
FC30b	NB12	14050	0.976	0.982	0.976	Non-TR
FC30b	NB13	14016	0.976	0.9523	0.9523	Non-TR
FC30b	NB15	14006	0.9823	0.9788	0.9788	Non-TR
FC30b	NB17	13744	0.9749	0.9797	0.9749	Non-TR
FC30b	NB19	14195	0.9796	0.9535	0.9535	Non-TR
FC30b	NB1	13687	0.9643	0.9509	0.9509	Non-TR
FC30b	NB27a	14116	0.9737	0.9793	0.9737	Non-TR
FC30b	NB27b	14135	0.9736	0.9787	0.9736	Non-TR
FC30b	NB28	14228	0.9739	0.9783	0.9739	Non-TR
FC30b	NB2	14176	0.9743	0.9524	0.9524	Non-TR
FC30b	NB5	13861	0.9726	0.953	0.953	Non-TR
FC30b	NB6	14216	0.9753	0.9519	0.9519	Non-TR
FC30b	NB8	14272	0.9741	0.9793	0.9741	Non-TR
FC30b	NB9	13770	0.9794	0.9813	0.9794	Non-TR
FC30b	WH11	14309	0.9771	0.9514	0.9514	Non-TR
FC30b	WH13	14353	0.9787	0.9498	0.9498	Non-TR
FC30b	WH15	14185	0.9804	0.9512	0.9512	Non-TR
FC30b	WH1	14265	0.9762	0.9514	0.9514	Non-TR
FC30b	WH20	14303	0.9782	0.9505	0.9505	Non-TR
FC30b	WH22	14205	0.9789	0.9509	0.9509	Non-TR
FC30b	WH25	14136	0.9768	0.9516	0.9516	Non-TR
FC30b	WH28	14188	0.9759	0.9507	0.9507	Non-TR
FC30b	WH29	10380	0.9733	0.9557	0.9557	Non-TR
FC30b	WH3a	14181	0.9785	0.9525	0.9525	Non-TR
FC30b	WH3b	13780	0.9754	0.9531	0.9531	Non-TR
FC30b	WH5	14374	0.9778	0.9517	0.9517	Non-TR
FC30b	WH6	14302	0.9784	0.9514	0.9514	Non-TR
FC30b	WH9	14395	0.979	0.9521	0.9521	Non-TR
FC5	FC7	13867	0.9763	0.9754	0.9754	Non-TR
FC5	FI11	13453	0.9713	0.9685	0.9685	Non-TR
FC5	FI16	13676	0.9719	0.9662	0.9662	Non-TR
FC5	FI1	13909	0.9744	0.9683	0.9683	Non-TR
FC5	FI21	13271	0.9719	0.966	0.966	Non-TR
FC5	FI22	14135	0.974	0.9676	0.9676	Non-TR
FC5	FI25	14126	0.9754	0.9687	0.9687	Non-TR
FC5	FI26	13947	0.9718	0.9679	0.9679	Non-TR
FC5	FI29	14280	0.9749	0.967	0.967	Non-TR
FC5	FI5	14029	0.9735	0.9677	0.9677	Non-TR
FC5	FI7	13958	0.9759	0.9662	0.9662	Non-TR
FC5	FI8	13962	0.9759	0.9662	0.9662	Non-TR
FC5	FI9	14006	0.9741	0.9684	0.9684	Non-TR
FC5	GU10	4606	0.3281	0.9419	0.3281	Non-TR
FC5	GU12	2472	0.1742	0.9453	0.1742	Non-TR
FC5	GU13	3601	0.2545	0.9456	0.2545	Non-TR
FC5	GU17	2993	0.2092	0.9532	0.2092	Non-TR
FC5	GU19	2275	0.1622	0.9412	0.1622	Non-TR
FC5	GU21	2533	0.1926	0.9544	0.1926	Non-TR
FC5	GU23	1572	0.1101	0.9402	0.1101	Non-TR
FC5	GU25	4127	0.2942	0.945	0.2942	Non-TR
FC5	GU26	4375	0.3317	0.9405	0.3317	Non-TR
FC5	GU28	4451	0.3303	0.945	0.3303	Non-TR
FC5	GU30	4608	0.3213	0.941	0.3213	Non-TR
FC5	GU5	4622	0.323	0.9431	0.323	Non-TR
FC5	GU7	4553	0.3295	0.9436	0.3295	Non-TR
FC5	HB10	14004	0.9784	0.9625	0.9625	Non-TR
FC5	HB12	13831	0.9768	0.9642	0.9642	Non-TR
FC5	HB16	14055	0.9803	0.9621	0.9621	Non-TR
FC5	HB19	14080	0.9811	0.9631	0.9631	Non-TR
FC5	HB1	13649	0.9695	0.9523	0.9523	Non-TR
FC5	HB20	13868	0.9724	0.952	0.952	Non-TR
FC5	HB23	13937	0.975	0.9649	0.9649	Non-TR
FC5	HB24	13932	0.9753	0.9641	0.9641	Non-TR
FC5	HB27	14304	0.9815	0.9627	0.9627	Non-TR
FC5	HB28	14109	0.9728	0.9493	0.9493	Non-TR
FC5	HB2	13777	0.9732	0.9518	0.9518	Non-TR
FC5	HB30	13927	0.9769	0.9615	0.9615	Non-TR
FC5	HB4	13375	0.9714	0.9501	0.9501	Non-TR
FC5	HB5	14200	0.9805	0.963	0.963	Non-TR
FC5	MB10	14194	0.972	0.9666	0.9666	Non-TR
FC5	MB11	13686	0.9699	0.9658	0.9658	Non-TR
FC5	MB16	14007	0.9803	0.973	0.973	Non-TR
FC5	MB17	14253	0.9766	0.9697	0.9697	Non-TR
FC5	MB18	14124	0.9723	0.9705	0.9705	Non-TR
FC5	MB1	13978	0.9649	0.9679	0.9649	Non-TR
FC5	MB21	13933	0.9724	0.9655	0.9655	Non-TR
FC5	MB23	14207	0.9746	0.9639	0.9639	Non-TR
FC5	MB26	13871	0.9722	0.9651	0.9651	Non-TR
FC5	MB3	14291	0.9764	0.9629	0.9629	Non-TR
FC5	MB5	13589	0.9688	0.9638	0.9638	Non-TR
FC5	MB9	14018	0.9672	0.9685	0.9672	Non-TR
FC5	MM10	13740	0.9734	0.9709	0.9709	Non-TR
FC5	MM12	13992	0.9774	0.9679	0.9679	Non-TR
FC5	MM13	13812	0.9785	0.9701	0.9701	Non-TR
FC5	MM15a	13812	0.9732	0.973	0.973	Non-TR
FC5	MM15b	13621	0.98	0.9726	0.9726	Non-TR
FC5	MM1	13806	0.9803	0.9719	0.9719	Non-TR
FC5	MM20	14152	0.9786	0.9721	0.9721	Non-TR
FC5	MM25	13925	0.9776	0.9739	0.9739	Non-TR
FC5	MM29	14125	0.9804	0.9723	0.9723	Non-TR
FC5	MM2	14007	0.9797	0.9663	0.9663	Non-TR
FC5	MM30	13707	0.9788	0.9712	0.9712	Non-TR
FC5	MM6	13801	0.9762	0.9722	0.9722	Non-TR
FC5	MM7	13647	0.9722	0.9721	0.9721	Non-TR
FC5	MM8	13669	0.9771	0.9714	0.9714	Non-TR
FC5	NB11	14052	0.9743	0.969	0.969	Non-TR
FC5	NB12	13900	0.969	0.9657	0.9657	Non-TR
FC5	NB13	13945	0.9724	0.9407	0.9407	Non-TR
FC5	NB15	13867	0.9757	0.9647	0.9647	Non-TR
FC5	NB17	13733	0.9751	0.9714	0.9714	Non-TR
FC5	NB19	14032	0.9746	0.9411	0.9411	Non-TR
FC5	NB1	13580	0.9596	0.9397	0.9397	Non-TR
FC5	NB27a	14023	0.9729	0.9698	0.9698	Non-TR
FC5	NB27b	14069	0.9735	0.9699	0.9699	Non-TR
FC5	NB28	14122	0.9721	0.9685	0.9685	Non-TR
FC5	NB2	14050	0.9705	0.9403	0.9403	Non-TR
FC5	NB5	13734	0.969	0.9414	0.9414	Non-TR
FC5	NB6	14109	0.9717	0.9406	0.9406	Non-TR
FC5	NB8	14192	0.9731	0.9697	0.9697	Non-TR
FC5	NB9	13639	0.971	0.9641	0.9641	Non-TR
FC5	WH11	14143	0.972	0.9395	0.9395	Non-TR
FC5	WH13	14233	0.9752	0.939	0.939	Non-TR
FC5	WH15	14090	0.9768	0.9392	0.9392	Non-TR
FC5	WH1	14137	0.9719	0.939	0.939	Non-TR
FC5	WH20	14196	0.9751	0.9393	0.9393	Non-TR
FC5	WH22	14108	0.9761	0.9397	0.9397	Non-TR
FC5	WH25	14048	0.9735	0.9414	0.9414	Non-TR
FC5	WH28	14075	0.9728	0.939	0.939	Non-TR
FC5	WH29	10091	0.9685	0.9428	0.9428	Non-TR
FC5	WH3a	14024	0.9753	0.9408	0.9408	Non-TR
FC5	WH3b	13596	0.9708	0.9407	0.9407	Non-TR
FC5	WH5	14225	0.9725	0.9378	0.9378	Non-TR
FC5	WH6	14159	0.9743	0.9396	0.9396	Non-TR
FC5	WH9	14277	0.9763	0.9404	0.9404	Non-TR
FC7	FI11	13232	0.9704	0.9682	0.9682	Non-TR
FC7	FI16	13780	0.9734	0.9674	0.9674	Non-TR
FC7	FI1	13895	0.9736	0.9679	0.9679	Non-TR
FC7	FI21	13334	0.9719	0.9679	0.9679	Non-TR
FC7	FI22	14181	0.9735	0.9689	0.9689	Non-TR
FC7	FI25	14131	0.9744	0.9677	0.9677	Non-TR
FC7	FI26	13960	0.9718	0.9698	0.9698	Non-TR
FC7	FI29	14302	0.9752	0.9682	0.9682	Non-TR
FC7	FI5	14009	0.9728	0.9679	0.9679	Non-TR
FC7	FI7	13967	0.9753	0.967	0.967	Non-TR
FC7	FI8	13981	0.9745	0.9663	0.9663	Non-TR
FC7	FI9	14001	0.9714	0.9672	0.9672	Non-TR
FC7	GU10	4611	0.3276	0.9426	0.3276	Non-TR
FC7	GU12	2430	0.1713	0.9488	0.1713	Non-TR
FC7	GU13	3582	0.2533	0.9504	0.2533	Non-TR
FC7	GU17	2982	0.2083	0.9524	0.2083	Non-TR
FC7	GU19	2255	0.1608	0.9415	0.1608	Non-TR
FC7	GU21	2512	0.1903	0.953	0.1903	Non-TR
FC7	GU23	1530	0.1071	0.9392	0.1071	Non-TR
FC7	GU25	4128	0.2935	0.9496	0.2935	Non-TR
FC7	GU26	4301	0.3317	0.9413	0.3317	Non-TR
FC7	GU28	4428	0.3286	0.9433	0.3286	Non-TR
FC7	GU30	4608	0.3207	0.941	0.3207	Non-TR
FC7	GU5	4611	0.3219	0.9416	0.3219	Non-TR
FC7	GU7	4494	0.3278	0.9408	0.3278	Non-TR
FC7	HB10	13960	0.9799	0.9636	0.9636	Non-TR
FC7	HB12	13853	0.9772	0.9666	0.9666	Non-TR
FC7	HB16	14009	0.9803	0.9633	0.9633	Non-TR
FC7	HB19	14097	0.9807	0.963	0.963	Non-TR
FC7	HB1	13671	0.9694	0.9528	0.9528	Non-TR
FC7	HB20	13828	0.9709	0.953	0.953	Non-TR
FC7	HB23	13883	0.9749	0.9654	0.9654	Non-TR
FC7	HB24	13872	0.9755	0.9642	0.9642	Non-TR
FC7	HB27	14309	0.9811	0.9637	0.9637	Non-TR
FC7	HB28	14131	0.9716	0.9493	0.9493	Non-TR
FC7	HB2	13623	0.9717	0.9513	0.9513	Non-TR
FC7	HB30	13953	0.9773	0.9622	0.9622	Non-TR
FC7	HB4	13417	0.9689	0.9483	0.9483	Non-TR
FC7	HB5	14176	0.9792	0.964	0.964	Non-TR
FC7	MB10	14202	0.9715	0.9675	0.9675	Non-TR
FC7	MB11	13738	0.9708	0.9681	0.9681	Non-TR
FC7	MB16	14074	0.9806	0.9751	0.9751	Non-TR
FC7	MB17	14275	0.9762	0.9709	0.9709	Non-TR
FC7	MB18	14111	0.9716	0.9716	0.9716	Non-TR
FC7	MB1	13898	0.9637	0.9682	0.9637	Non-TR
FC7	MB21	13899	0.9716	0.9662	0.9662	Non-TR
FC7	MB23	14232	0.9748	0.9659	0.9659	Non-TR
FC7	MB26	13935	0.9716	0.9662	0.9662	Non-TR
FC7	MB3	14291	0.9752	0.9632	0.9632	Non-TR
FC7	MB5	13648	0.9704	0.9668	0.9668	Non-TR
FC7	MB9	13978	0.9661	0.9684	0.9661	Non-TR
FC7	MM10	13718	0.9746	0.9737	0.9737	Non-TR
FC7	MM12	13966	0.9766	0.9681	0.9681	Non-TR
FC7	MM13	13831	0.9781	0.9724	0.9724	Non-TR
FC7	MM15a	13762	0.9724	0.9737	0.9724	Non-TR
FC7	MM15b	13435	0.9786	0.973	0.973	Non-TR
FC7	MM1	13825	0.9804	0.9734	0.9734	Non-TR
FC7	MM20	14161	0.9772	0.9739	0.9739	Non-TR
FC7	MM25	13919	0.9753	0.9744	0.9744	Non-TR
FC7	MM29	14039	0.9801	0.9728	0.9728	Non-TR
FC7	MM2	13994	0.9773	0.966	0.966	Non-TR
FC7	MM30	13745	0.9787	0.9727	0.9727	Non-TR
FC7	MM6	13837	0.9761	0.9751	0.9751	Non-TR
FC7	MM7	13698	0.9727	0.975	0.9727	Non-TR
FC7	MM8	13646	0.9769	0.973	0.973	Non-TR
FC7	NB11	13995	0.9741	0.969	0.969	Non-TR
FC7	NB12	13785	0.9669	0.9654	0.9654	Non-TR
FC7	NB13	13840	0.971	0.9405	0.9405	Non-TR
FC7	NB15	13749	0.9737	0.9622	0.9622	Non-TR
FC7	NB17	13577	0.9738	0.9705	0.9705	Non-TR
FC7	NB19	14059	0.9752	0.9428	0.9428	Non-TR
FC7	NB1	13623	0.9604	0.94	0.94	Non-TR
FC7	NB27a	14021	0.9725	0.971	0.971	Non-TR
FC7	NB27b	14003	0.972	0.9699	0.9699	Non-TR
FC7	NB28	14162	0.9733	0.9701	0.9701	Non-TR
FC7	NB2	14066	0.9699	0.9412	0.9412	Non-TR
FC7	NB5	13778	0.9682	0.9416	0.9416	Non-TR
FC7	NB6	14064	0.9702	0.9399	0.9399	Non-TR
FC7	NB8	14179	0.973	0.9716	0.9716	Non-TR
FC7	NB9	13457	0.9703	0.9649	0.9649	Non-TR
FC7	WH11	14161	0.973	0.9402	0.9402	Non-TR
FC7	WH13	14237	0.9747	0.9384	0.9384	Non-TR
FC7	WH15	14021	0.9752	0.9386	0.9386	Non-TR
FC7	WH1	14134	0.9726	0.9396	0.9396	Non-TR
FC7	WH20	14157	0.9735	0.9382	0.9382	Non-TR
FC7	WH22	14025	0.974	0.9391	0.9391	Non-TR
FC7	WH25	13977	0.9735	0.9413	0.9413	Non-TR
FC7	WH28	14052	0.9716	0.9388	0.9388	Non-TR
FC7	WH29	10183	0.9694	0.9451	0.9451	Non-TR
FC7	WH3a	14021	0.975	0.9409	0.9409	Non-TR
FC7	WH3b	13667	0.9708	0.9414	0.9414	Non-TR
FC7	WH5	14262	0.9736	0.9403	0.9403	Non-TR
FC7	WH6	14181	0.9742	0.9406	0.9406	Non-TR
FC7	WH9	14242	0.9742	0.9406	0.9406	Non-TR
FI11	FI16	13340	0.9816	0.9776	0.9776	Non-TR
FI11	FI21	12954	0.9815	0.9783	0.9783	Non-TR
FI11	FI22	13804	0.9842	0.9804	0.9804	Non-TR
FI11	FI25	13786	0.9858	0.9809	0.9809	Non-TR
FI11	FI26	13580	0.9807	0.9802	0.9802	Non-TR
FI11	FI29	13946	0.9852	0.9797	0.9797	Non-TR
FI11	FI5	13767	0.9846	0.9808	0.9808	Non-TR
FI11	FI7	13682	0.9861	0.9794	0.9794	Non-TR
FI11	FI8	13611	0.9855	0.9782	0.9782	Non-TR
FI11	FI9	13695	0.9848	0.9814	0.9814	Non-TR
FI11	GU10	4503	0.3321	0.95	0.3321	Non-TR
FI11	GU12	2416	0.1763	0.9538	0.1763	Non-TR
FI11	GU13	3501	0.2563	0.9563	0.2563	Non-TR
FI11	GU17	2904	0.2103	0.9603	0.2103	Non-TR
FI11	GU19	2232	0.1645	0.9506	0.1645	Non-TR
FI11	GU21	2466	0.1945	0.9592	0.1945	Non-TR
FI11	GU23	1514	0.1099	0.9392	0.1099	Non-TR
FI11	GU25	3999	0.2956	0.9551	0.2956	Non-TR
FI11	GU26	4342	0.3352	0.9518	0.3352	Non-TR
FI11	GU28	4347	0.3336	0.9512	0.3336	Non-TR
FI11	GU30	4501	0.3248	0.9492	0.3248	Non-TR
FI11	GU5	4492	0.3251	0.9483	0.3251	Non-TR
FI11	GU7	4463	0.3319	0.951	0.3319	Non-TR
FI11	HB10	13515	0.9779	0.9645	0.9645	Non-TR
FI11	HB12	13365	0.9746	0.9671	0.9671	Non-TR
FI11	HB16	13633	0.9791	0.9653	0.9653	Non-TR
FI11	HB19	13567	0.9798	0.9651	0.9651	Non-TR
FI11	HB1	13239	0.9753	0.9614	0.9614	Non-TR
FI11	HB20	13514	0.9786	0.9623	0.9623	Non-TR
FI11	HB23	13459	0.9735	0.9665	0.9665	Non-TR
FI11	HB24	13477	0.9741	0.9661	0.9661	Non-TR
FI11	HB27	13790	0.9798	0.9652	0.9652	Non-TR
FI11	HB28	13697	0.9784	0.9584	0.9584	Non-TR
FI11	HB2	13500	0.9801	0.9613	0.9613	Non-TR
FI11	HB30	13414	0.9758	0.9647	0.9647	Non-TR
FI11	HB4	12959	0.9773	0.9582	0.9582	Non-TR
FI11	HB5	13725	0.9786	0.9655	0.9655	Non-TR
FI11	MB10	13787	0.9784	0.9766	0.9766	Non-TR
FI11	MB11	13265	0.9764	0.9761	0.9761	Non-TR
FI11	MB16	13486	0.9777	0.9719	0.9719	Non-TR
FI11	MB17	13818	0.9809	0.9766	0.9766	Non-TR
FI11	MB18	13675	0.9762	0.9771	0.9762	Non-TR
FI11	MB1	13640	0.9721	0.9785	0.9721	Non-TR
FI11	MB21	13557	0.9804	0.976	0.976	Non-TR
FI11	MB23	13829	0.9827	0.9757	0.9757	Non-TR
FI11	MB26	13494	0.9805	0.9758	0.9758	Non-TR
FI11	MB3	13863	0.9821	0.9718	0.9718	Non-TR
FI11	MB5	13215	0.9766	0.9759	0.9759	Non-TR
FI11	MB9	13599	0.9737	0.9776	0.9737	Non-TR
FI11	MM10	13247	0.9693	0.9696	0.9693	Non-TR
FI11	MM12	13445	0.9736	0.9673	0.9673	Non-TR
FI11	MM13	13254	0.9739	0.9698	0.9698	Non-TR
FI11	MM15a	13256	0.9675	0.9699	0.9675	Non-TR
FI11	MM15b	13229	0.9749	0.9711	0.9711	Non-TR
FI11	MM1	13214	0.9746	0.9703	0.9703	Non-TR
FI11	MM20	13586	0.9736	0.9709	0.9709	Non-TR
FI11	MM25	13326	0.9704	0.971	0.9704	Non-TR
FI11	MM29	13586	0.9758	0.9704	0.9704	Non-TR
FI11	MM2	13463	0.9752	0.9658	0.9658	Non-TR
FI11	MM30	13123	0.9747	0.9698	0.9698	Non-TR
FI11	MM6	13251	0.9716	0.9719	0.9716	Non-TR
FI11	MM7	13092	0.9676	0.9718	0.9676	Non-TR
FI11	MM8	13211	0.9735	0.9703	0.9703	Non-TR
FI11	NB11	13661	0.9782	0.977	0.977	Non-TR
FI11	NB12	13597	0.9767	0.976	0.976	Non-TR
FI11	NB13	13603	0.9797	0.9493	0.9493	Non-TR
FI11	NB15	13539	0.9814	0.9742	0.9742	Non-TR
FI11	NB17	13418	0.9796	0.977	0.977	Non-TR
FI11	NB19	13650	0.9819	0.9515	0.9515	Non-TR
FI11	NB1	13163	0.9659	0.9488	0.9488	Non-TR
FI11	NB27a	13595	0.977	0.9763	0.9763	Non-TR
FI11	NB27b	13686	0.9779	0.9774	0.9774	Non-TR
FI11	NB28	13711	0.978	0.9763	0.9763	Non-TR
FI11	NB2	13656	0.9788	0.9502	0.9502	Non-TR
FI11	NB5	13358	0.9754	0.951	0.951	Non-TR
FI11	NB6	13731	0.9789	0.9504	0.9504	Non-TR
FI11	NB8	13760	0.9772	0.9766	0.9766	Non-TR
FI11	NB9	13404	0.9784	0.9751	0.9751	Non-TR
FI11	WH11	13728	0.9793	0.9492	0.9492	Non-TR
FI11	WH13	13825	0.9817	0.9481	0.9481	Non-TR
FI11	WH15	13752	0.9841	0.9495	0.9495	Non-TR
FI11	WH1	13749	0.979	0.9487	0.9487	Non-TR
FI11	WH20	13786	0.982	0.9488	0.9488	Non-TR
FI11	WH22	13716	0.9819	0.948	0.948	Non-TR
FI11	WH25	13655	0.9805	0.9508	0.9508	Non-TR
FI11	WH28	13704	0.9814	0.9494	0.9494	Non-TR
FI11	WH29	9685	0.9748	0.9543	0.9543	Non-TR
FI11	WH3a	13655	0.9815	0.9507	0.9507	Non-TR
FI11	WH3b	13203	0.9776	0.9494	0.9494	Non-TR
FI11	WH5	13840	0.9804	0.9494	0.9494	Non-TR
FI11	WH6	13774	0.9804	0.9492	0.9492	Non-TR
FI11	WH9	13870	0.9814	0.9506	0.9506	Non-TR
FI16	FI21	13451	0.9821	0.9823	0.9821	Non-TR
FI16	FI22	14332	0.9843	0.9842	0.9842	Non-TR
FI16	FI25	14288	0.9846	0.9831	0.9831	Non-TR
FI16	FI26	14086	0.9815	0.9837	0.9815	Non-TR
FI16	FI29	14451	0.9839	0.9821	0.9821	Non-TR
FI16	FI5	14165	0.9817	0.9827	0.9817	Non-TR
FI16	FI7	14128	0.9857	0.983	0.983	Non-TR
FI16	FI8	14185	0.9864	0.9823	0.9823	Non-TR
FI16	FI9	14184	0.9827	0.9832	0.9827	Non-TR
FI16	GU10	4628	0.3301	0.9499	0.3301	Non-TR
FI16	GU12	2474	0.1748	0.9567	0.1748	Non-TR
FI16	GU13	3615	0.2563	0.9574	0.2563	Non-TR
FI16	GU17	2989	0.2093	0.9605	0.2093	Non-TR
FI16	GU19	2257	0.1617	0.9447	0.1617	Non-TR
FI16	GU21	2552	0.1942	0.9612	0.1942	Non-TR
FI16	GU23	1528	0.1071	0.938	0.1071	Non-TR
FI16	GU25	4154	0.2965	0.9552	0.2965	Non-TR
FI16	GU26	4301	0.3327	0.9465	0.3327	Non-TR
FI16	GU28	4449	0.3314	0.9508	0.3314	Non-TR
FI16	GU30	4638	0.3231	0.951	0.3231	Non-TR
FI16	GU5	4639	0.3246	0.9494	0.3246	Non-TR
FI16	GU7	4508	0.3296	0.9477	0.3296	Non-TR
FI16	HB10	13881	0.9755	0.965	0.965	Non-TR
FI16	HB12	13775	0.9726	0.9671	0.9671	Non-TR
FI16	HB16	13908	0.9752	0.9639	0.9639	Non-TR
FI16	HB19	14042	0.9769	0.9654	0.9654	Non-TR
FI16	HB1	13699	0.9748	0.9629	0.9629	Non-TR
FI16	HB20	13829	0.9766	0.9612	0.9612	Non-TR
FI16	HB23	13808	0.9711	0.9663	0.9663	Non-TR
FI16	HB24	13781	0.9712	0.9657	0.9657	Non-TR
FI16	HB27	14212	0.9769	0.9646	0.9646	Non-TR
FI16	HB28	14201	0.9775	0.9602	0.9602	Non-TR
FI16	HB2	13640	0.9763	0.9602	0.9602	Non-TR
FI16	HB30	13940	0.9742	0.9654	0.9654	Non-TR
FI16	HB4	13522	0.9759	0.9599	0.9599	Non-TR
FI16	HB5	14101	0.9752	0.9658	0.9658	Non-TR
FI16	MB10	14293	0.9774	0.9784	0.9774	Non-TR
