X1	X2	NSH	SHX1	SHX2	SH	Type
DH18	FI8	14234	0.9579	0.9781	0.9579	Non-TR
DH18	FI9	14272	0.9545	0.9801	0.9545	Non-TR
DH18	GU10	4711	0.3239	0.9535	0.3239	Non-TR
DH18	GU12	2510	0.1712	0.9613	0.1712	Non-TR
DH18	GU13	3690	0.2522	0.9612	0.2522	Non-TR
DH18	GU17	3062	0.2067	0.9696	0.2067	Non-TR
DH18	GU19	2315	0.1596	0.9527	0.1596	Non-TR
DH18	GU21	2588	0.1901	0.9671	0.1901	Non-TR
DH18	GU23	1567	0.1061	0.9451	0.1061	Non-TR
DH18	GU25	4212	0.2898	0.9592	0.2898	Non-TR
DH18	GU26	4406	0.3277	0.9531	0.3277	Non-TR
DH18	GU28	4515	0.3244	0.9525	0.3244	Non-TR
DH18	GU30	4714	0.3166	0.9539	0.3166	Non-TR
DH18	GU5	4719	0.3184	0.9535	0.3184	Non-TR
DH18	GU7	4596	0.3235	0.9521	0.3235	Non-TR
DH18	HB10	14102	0.9535	0.9677	0.9535	Non-TR
DH18	HB12	13985	0.9494	0.9688	0.9494	Non-TR
DH18	HB16	14151	0.9537	0.9667	0.9537	Non-TR
DH18	HB19	14262	0.9562	0.9676	0.9562	Non-TR
DH18	HB1	14107	0.9682	0.9807	0.9682	Non-TR
DH18	HB20	14295	0.9712	0.9805	0.9712	Non-TR
DH18	HB23	14027	0.9494	0.9695	0.9494	Non-TR
DH18	HB24	14010	0.9498	0.9688	0.9498	Non-TR
DH18	HB27	14451	0.9563	0.9673	0.9563	Non-TR
DH18	HB28	14662	0.9718	0.9794	0.9718	Non-TR
DH18	HB2	14112	0.9718	0.9805	0.9718	Non-TR
DH18	HB30	14117	0.9521	0.9669	0.9521	Non-TR
DH18	HB4	13936	0.9703	0.9792	0.9703	Non-TR
DH18	HB5	14325	0.9533	0.9674	0.9533	Non-TR
DH18	MB10	14451	0.9542	0.9789	0.9542	Non-TR
DH18	MB11	13922	0.9521	0.9779	0.9521	Non-TR
DH18	MB16	14141	0.951	0.9736	0.951	Non-TR
DH18	MB17	14485	0.9565	0.98	0.9565	Non-TR
DH18	MB18	14324	0.9508	0.9798	0.9508	Non-TR
DH18	MB1	14170	0.9466	0.9803	0.9466	Non-TR
DH18	MB21	14132	0.9552	0.9779	0.9552	Non-TR
DH18	MB23	14478	0.9573	0.9776	0.9573	Non-TR
DH18	MB26	14178	0.9538	0.9781	0.9538	Non-TR
DH18	MB3	14546	0.9582	0.9755	0.9582	Non-TR
DH18	MB5	13869	0.9514	0.977	0.9514	Non-TR
DH18	MB9	14211	0.9483	0.9793	0.9483	Non-TR
DH18	MM10	13775	0.9447	0.9716	0.9447	Non-TR
DH18	MM12	14069	0.9482	0.9699	0.9482	Non-TR
DH18	MM13	13910	0.9481	0.9716	0.9481	Non-TR
DH18	MM15a	13846	0.9432	0.9734	0.9432	Non-TR
DH18	MM15b	13531	0.9503	0.9734	0.9503	Non-TR
DH18	MM1	13865	0.9502	0.9722	0.9502	Non-TR
DH18	MM20	14232	0.9482	0.972	0.9482	Non-TR
DH18	MM25	13997	0.9459	0.9728	0.9459	Non-TR
DH18	MM29	14149	0.9515	0.9722	0.9515	Non-TR
DH18	MM2	14108	0.9508	0.9679	0.9508	Non-TR
DH18	MM30	13775	0.9499	0.9723	0.9499	Non-TR
DH18	MM6	13883	0.9472	0.9728	0.9472	Non-TR
DH18	MM7	13735	0.9438	0.9736	0.9438	Non-TR
DH18	MM8	13751	0.9487	0.9735	0.9487	Non-TR
DH18	NB11	14192	0.953	0.9777	0.953	Non-TR
DH18	NB12	14061	0.9503	0.9777	0.9503	Non-TR
DH18	NB13	14169	0.9599	0.9582	0.9582	Non-TR
DH18	NB15	13979	0.9555	0.9748	0.9555	Non-TR
DH18	NB17	13798	0.9533	0.9798	0.9533	Non-TR
DH18	NB19	14373	0.9644	0.9592	0.9592	Non-TR
DH18	NB1	13931	0.9491	0.9571	0.9491	Non-TR
DH18	NB27a	14200	0.9523	0.9784	0.9523	Non-TR
DH18	NB27b	14248	0.9527	0.9789	0.9527	Non-TR
DH18	NB28	14385	0.9545	0.9806	0.9545	Non-TR
DH18	NB2	14432	0.9601	0.9601	0.9601	Non-TR
DH18	NB5	14133	0.9586	0.9604	0.9586	Non-TR
DH18	NB6	14428	0.9606	0.9595	0.9595	Non-TR
DH18	NB8	14381	0.9532	0.9794	0.9532	Non-TR
DH18	NB9	13698	0.9533	0.9765	0.9533	Non-TR
DH18	WH11	14504	0.9623	0.9584	0.9584	Non-TR
DH18	WH13	14600	0.9641	0.9572	0.9572	Non-TR
DH18	WH15	14391	0.9652	0.9579	0.9579	Non-TR
DH18	WH1	14479	0.9624	0.9571	0.9571	Non-TR
DH18	WH20	14531	0.9647	0.9578	0.9578	Non-TR
DH18	WH22	14391	0.9649	0.9565	0.9565	Non-TR
DH18	WH25	14304	0.9622	0.959	0.959	Non-TR
DH18	WH28	14433	0.9625	0.9584	0.9584	Non-TR
DH18	WH29	10333	0.9576	0.9587	0.9576	Non-TR
DH18	WH3a	14342	0.9653	0.9587	0.9587	Non-TR
DH18	WH3b	13989	0.9607	0.9597	0.9597	Non-TR
DH18	WH5	14616	0.9637	0.9584	0.9584	Non-TR
DH18	WH6	14520	0.9632	0.9581	0.9581	Non-TR
DH18	WH9	14607	0.9639	0.9585	0.9585	Non-TR
DH21	DH23	14059	0.9849	0.9791	0.9791	Non-TR
DH21	DH25	14006	0.9815	0.9755	0.9755	Non-TR
DH21	DH27	13788	0.983	0.9819	0.9819	Non-TR
DH21	DH29	13843	0.98	0.9759	0.9759	Non-TR
DH21	DH30	13366	0.9769	0.9838	0.9769	Non-TR
DH21	DH4	13556	0.9782	0.9777	0.9777	Non-TR
DH21	DH6	13694	0.9774	0.9785	0.9774	Non-TR
DH21	DH8	12572	0.9783	0.9787	0.9783	Non-TR
DH21	DP13	13354	0.953	0.9636	0.953	Non-TR
DH21	DP17	13592	0.9532	0.9611	0.9532	Non-TR
DH21	DP1	13331	0.9513	0.9617	0.9513	Non-TR
DH21	DP22	13534	0.9524	0.9608	0.9524	Non-TR
DH21	DP23	12803	0.9406	0.9612	0.9406	Non-TR
DH21	DP25	13342	0.952	0.9618	0.952	Non-TR
DH21	DP26	13655	0.9564	0.9595	0.9564	Non-TR
DH21	DP28	13091	0.9542	0.96	0.9542	Non-TR
DH21	DP2	13484	0.9531	0.9613	0.9531	Non-TR
DH21	DP4	13136	0.9545	0.9627	0.9545	Non-TR
DH21	DP6	13532	0.9544	0.9604	0.9544	Non-TR
DH21	DP8	13694	0.9564	0.9617	0.9564	Non-TR
DH21	FC10	13483	0.9456	0.9703	0.9456	Non-TR
DH21	FC12	13081	0.9418	0.9716	0.9418	Non-TR
DH21	FC13	12991	0.9425	0.9693	0.9425	Non-TR
DH21	FC14	13325	0.9446	0.9709	0.9446	Non-TR
DH21	FC19	10771	0.9286	0.9722	0.9286	Non-TR
DH21	FC23	13073	0.9446	0.9679	0.9446	Non-TR
DH21	FC24	13224	0.9469	0.97	0.9469	Non-TR
DH21	FC27	13391	0.9478	0.9694	0.9478	Non-TR
DH21	FC28	12777	0.934	0.9692	0.934	Non-TR
DH21	FC30a	13373	0.9544	0.9702	0.9544	Non-TR
DH21	FC30b	13242	0.954	0.9715	0.954	Non-TR
DH21	FC5	13132	0.9436	0.9689	0.9436	Non-TR
DH21	FC7	13264	0.945	0.9704	0.945	Non-TR
DH21	FI11	12755	0.9533	0.9755	0.9533	Non-TR
DH21	FI16	13333	0.9543	0.9744	0.9543	Non-TR
DH21	FI1	13346	0.9551	0.9747	0.9551	Non-TR
DH21	FI21	12823	0.9542	0.9751	0.9542	Non-TR
DH21	FI22	13610	0.9554	0.975	0.9554	Non-TR
DH21	FI25	13590	0.9552	0.9738	0.9552	Non-TR
DH21	FI26	13378	0.9529	0.9744	0.9529	Non-TR
DH21	FI29	13720	0.9556	0.9737	0.9556	Non-TR
DH21	FI5	13471	0.9536	0.9742	0.9536	Non-TR
DH21	FI7	13440	0.9568	0.9738	0.9568	Non-TR
DH21	FI8	13483	0.9567	0.9729	0.9567	Non-TR
DH21	FI9	13500	0.9544	0.9747	0.9544	Non-TR
DH21	GU10	4392	0.32	0.9439	0.32	Non-TR
DH21	GU12	2342	0.1692	0.9463	0.1692	Non-TR
DH21	GU13	3420	0.2473	0.9505	0.2473	Non-TR
DH21	GU17	2862	0.2047	0.9546	0.2047	Non-TR
DH21	GU19	2135	0.1562	0.9364	0.1562	Non-TR
DH21	GU21	2407	0.1872	0.9552	0.1872	Non-TR
DH21	GU23	1447	0.1037	0.9294	0.1037	Non-TR
DH21	GU25	3932	0.2863	0.9475	0.2863	Non-TR
DH21	GU26	4111	0.3233	0.9448	0.3233	Non-TR
DH21	GU28	4245	0.3228	0.9503	0.3228	Non-TR
DH21	GU30	4408	0.3135	0.9461	0.3135	Non-TR
DH21	GU5	4408	0.315	0.9451	0.315	Non-TR
DH21	GU7	4293	0.3199	0.945	0.3199	Non-TR
DH21	HB10	13309	0.9517	0.9607	0.9517	Non-TR
DH21	HB12	13290	0.9499	0.965	0.9499	Non-TR
DH21	HB16	13346	0.9529	0.9609	0.9529	Non-TR
DH21	HB19	13509	0.9541	0.9616	0.9541	Non-TR
DH21	HB1	13407	0.9696	0.9783	0.9696	Non-TR
DH21	HB20	13514	0.971	0.976	0.971	Non-TR
DH21	HB23	13230	0.9485	0.9632	0.9485	Non-TR
DH21	HB24	13224	0.9486	0.9629	0.9486	Non-TR
DH21	HB27	13619	0.9546	0.9609	0.9546	Non-TR
DH21	HB28	13887	0.9726	0.9751	0.9726	Non-TR
DH21	HB2	13338	0.9719	0.9747	0.9719	Non-TR
DH21	HB30	13351	0.9514	0.9604	0.9514	Non-TR
DH21	HB4	13322	0.9713	0.9763	0.9713	Non-TR
DH21	HB5	13530	0.953	0.9624	0.953	Non-TR
DH21	MB10	13652	0.9529	0.9749	0.9529	Non-TR
DH21	MB11	13188	0.9526	0.974	0.9526	Non-TR
DH21	MB16	13428	0.9517	0.9703	0.9517	Non-TR
DH21	MB17	13668	0.9551	0.9737	0.9551	Non-TR
DH21	MB18	13545	0.9512	0.9754	0.9512	Non-TR
DH21	MB1	13368	0.9455	0.9742	0.9455	Non-TR
DH21	MB21	13343	0.9528	0.9723	0.9528	Non-TR
DH21	MB23	13674	0.9559	0.9714	0.9559	Non-TR
DH21	MB26	13458	0.9539	0.9735	0.9539	Non-TR
DH21	MB3	13767	0.9583	0.9713	0.9583	Non-TR
DH21	MB5	13122	0.9505	0.9728	0.9505	Non-TR
DH21	MB9	13448	0.9479	0.976	0.9479	Non-TR
DH21	MM10	13008	0.9436	0.966	0.9436	Non-TR
DH21	MM12	13287	0.9477	0.9634	0.9477	Non-TR
DH21	MM13	13147	0.9466	0.9658	0.9466	Non-TR
DH21	MM15a	13079	0.9437	0.9675	0.9437	Non-TR
DH21	MM15b	12775	0.95	0.9671	0.95	Non-TR
DH21	MM1	13110	0.9503	0.9675	0.9503	Non-TR
DH21	MM20	13470	0.949	0.9677	0.949	Non-TR
DH21	MM25	13242	0.9453	0.9683	0.9453	Non-TR
DH21	MM29	13340	0.9495	0.9669	0.9495	Non-TR
DH21	MM2	13334	0.9494	0.962	0.9494	Non-TR
DH21	MM30	13037	0.9493	0.9668	0.9493	Non-TR
DH21	MM6	13138	0.947	0.9693	0.947	Non-TR
DH21	MM7	12996	0.9442	0.9693	0.9442	Non-TR
DH21	MM8	12988	0.9475	0.9673	0.9475	Non-TR
DH21	NB11	13410	0.9518	0.9724	0.9518	Non-TR
DH21	NB12	13271	0.9485	0.9712	0.9485	Non-TR
DH21	NB13	13425	0.9608	0.9527	0.9527	Non-TR
DH21	NB15	13208	0.9541	0.9689	0.9541	Non-TR
DH21	NB17	13026	0.9525	0.9743	0.9525	Non-TR
DH21	NB19	13583	0.9633	0.9537	0.9537	Non-TR
DH21	NB1	13210	0.9505	0.954	0.9505	Non-TR
DH21	NB27a	13421	0.9504	0.9735	0.9504	Non-TR
DH21	NB27b	13430	0.9509	0.9727	0.9509	Non-TR
DH21	NB28	13576	0.952	0.9751	0.952	Non-TR
DH21	NB2	13623	0.959	0.9536	0.9536	Non-TR
DH21	NB5	13432	0.9579	0.9557	0.9557	Non-TR
DH21	NB6	13654	0.9611	0.9548	0.9548	Non-TR
DH21	NB8	13577	0.9517	0.9742	0.9517	Non-TR
DH21	NB9	12926	0.9504	0.9698	0.9504	Non-TR
DH21	WH11	13696	0.9617	0.9522	0.9522	Non-TR
DH21	WH13	13797	0.9644	0.9519	0.9519	Non-TR
DH21	WH15	13590	0.9642	0.9509	0.9509	Non-TR
DH21	WH1	13678	0.9615	0.9512	0.9512	Non-TR
DH21	WH20	13702	0.9642	0.9511	0.9511	Non-TR
DH21	WH22	13564	0.9635	0.9504	0.9504	Non-TR
DH21	WH25	13520	0.9632	0.9537	0.9537	Non-TR
DH21	WH28	13619	0.9609	0.9518	0.9518	Non-TR
DH21	WH29	9677	0.9575	0.9566	0.9566	Non-TR
DH21	WH3a	13554	0.9645	0.9527	0.9527	Non-TR
DH21	WH3b	13325	0.9603	0.9546	0.9546	Non-TR
DH21	WH5	13812	0.9636	0.9529	0.9529	Non-TR
DH21	WH6	13702	0.9622	0.9517	0.9517	Non-TR
DH21	WH9	13799	0.9638	0.9535	0.9535	Non-TR
DH23	DH25	15051	0.9804	0.9803	0.9803	Non-TR
DH23	DH27	14607	0.979	0.9844	0.979	Non-TR
DH23	DH29	14850	0.9799	0.9806	0.9799	Non-TR
DH23	DH30	14159	0.9747	0.9857	0.9747	Non-TR
DH23	DH4	14508	0.9768	0.982	0.9768	Non-TR
DH23	DH6	14676	0.9764	0.982	0.9764	Non-TR
DH23	DH8	12916	0.9735	0.981	0.9735	Non-TR
DH23	DP13	14325	0.9526	0.9686	0.9526	Non-TR
DH23	DP17	14623	0.9534	0.9667	0.9534	Non-TR
DH23	DP1	14305	0.9519	0.9678	0.9519	Non-TR
DH23	DP22	14565	0.9532	0.9668	0.9532	Non-TR
DH23	DP23	13723	0.94	0.9666	0.94	Non-TR
DH23	DP25	14353	0.952	0.967	0.952	Non-TR
DH23	DP26	14695	0.9564	0.9665	0.9564	Non-TR
DH23	DP28	14108	0.9547	0.9672	0.9547	Non-TR
DH23	DP2	14514	0.9537	0.9672	0.9537	Non-TR
DH23	DP4	14040	0.9526	0.9668	0.9526	Non-TR
DH23	DP6	14574	0.955	0.9673	0.955	Non-TR
DH23	DP8	14706	0.9564	0.9671	0.9564	Non-TR
DH23	FC10	14473	0.945	0.9749	0.945	Non-TR
DH23	FC12	13985	0.9411	0.9751	0.9411	Non-TR
DH23	FC13	13978	0.9428	0.975	0.9428	Non-TR
DH23	FC14	14284	0.9443	0.976	0.9443	Non-TR
DH23	FC19	11597	0.9292	0.9754	0.9292	Non-TR
DH23	FC23	14070	0.9456	0.9749	0.9456	Non-TR
DH23	FC24	14052	0.9462	0.9739	0.9462	Non-TR
DH23	FC27	14317	0.9463	0.9732	0.9463	Non-TR
DH23	FC28	13727	0.9344	0.9747	0.9344	Non-TR
DH23	FC30a	14384	0.9552	0.9764	0.9552	Non-TR
DH23	FC30b	14212	0.9545	0.9774	0.9545	Non-TR
DH23	FC5	14125	0.9437	0.9741	0.9437	Non-TR
DH23	FC7	14109	0.9434	0.9737	0.9434	Non-TR
DH23	FI11	13708	0.9533	0.9808	0.9533	Non-TR
DH23	FI16	14187	0.9537	0.9791	0.9537	Non-TR
DH23	FI1	14329	0.9551	0.9796	0.9551	Non-TR
DH23	FI21	13716	0.9541	0.9775	0.9541	Non-TR
DH23	FI22	14593	0.9549	0.9788	0.9549	Non-TR
DH23	FI25	14555	0.9557	0.9793	0.9557	Non-TR
DH23	FI26	14373	0.9529	0.9788	0.9529	Non-TR
DH23	FI29	14754	0.9558	0.9787	0.9558	Non-TR
DH23	FI5	14449	0.9541	0.9787	0.9541	Non-TR
DH23	FI7	14408	0.9575	0.9791	0.9575	Non-TR
DH23	FI8	14429	0.9566	0.9778	0.9566	Non-TR
DH23	FI9	14438	0.9542	0.9787	0.9542	Non-TR
DH23	GU10	4782	0.324	0.9528	0.324	Non-TR
DH23	GU12	2550	0.1716	0.9601	0.1716	Non-TR
DH23	GU13	3746	0.2522	0.9647	0.2522	Non-TR
DH23	GU17	3110	0.2068	0.9655	0.2068	Non-TR
DH23	GU19	2347	0.1596	0.9533	0.1596	Non-TR
DH23	GU21	2620	0.1894	0.9639	0.1894	Non-TR
DH23	GU23	1612	0.1075	0.951	0.1075	Non-TR
DH23	GU25	4262	0.2892	0.958	0.2892	Non-TR
DH23	GU26	4479	0.3275	0.953	0.3275	Non-TR
DH23	GU28	4602	0.3255	0.9542	0.3255	Non-TR
DH23	GU30	4795	0.3175	0.9552	0.3175	Non-TR
DH23	GU5	4793	0.3188	0.9542	0.3188	Non-TR
DH23	GU7	4679	0.3238	0.9535	0.3238	Non-TR
DH23	HB10	14315	0.9533	0.967	0.9533	Non-TR
DH23	HB12	14144	0.9491	0.969	0.9491	Non-TR
DH23	HB16	14319	0.9524	0.9657	0.9524	Non-TR
DH23	HB19	14419	0.9544	0.9671	0.9544	Non-TR
DH23	HB1	14291	0.9668	0.9797	0.9668	Non-TR
DH23	HB20	14487	0.969	0.9797	0.969	Non-TR
DH23	HB23	14227	0.9487	0.9693	0.9487	Non-TR
DH23	HB24	14206	0.948	0.9682	0.948	Non-TR
DH23	HB27	14647	0.9551	0.9671	0.9551	Non-TR
DH23	HB28	14865	0.9709	0.9782	0.9709	Non-TR
DH23	HB2	14324	0.9709	0.9796	0.9709	Non-TR
DH23	HB30	14312	0.9517	0.9677	0.9517	Non-TR
DH23	HB4	14069	0.9685	0.9782	0.9685	Non-TR
DH23	HB5	14513	0.9527	0.9684	0.9527	Non-TR
DH23	MB10	14652	0.9524	0.9785	0.9524	Non-TR
DH23	MB11	14131	0.9519	0.9771	0.9519	Non-TR
DH23	MB16	14302	0.9499	0.9737	0.9499	Non-TR
DH23	MB17	14667	0.9549	0.9788	0.9549	Non-TR
DH23	MB18	14526	0.9502	0.9798	0.9502	Non-TR
DH23	MB1	14364	0.9452	0.9793	0.9452	Non-TR
DH23	MB21	14328	0.9531	0.9762	0.9531	Non-TR
DH23	MB23	14682	0.9563	0.9768	0.9563	Non-TR
DH23	MB26	14352	0.9532	0.9777	0.9532	Non-TR
DH23	MB3	14790	0.9588	0.9772	0.9588	Non-TR
DH23	MB5	14086	0.9509	0.9778	0.9509	Non-TR
DH23	MB9	14419	0.9472	0.9796	0.9472	Non-TR
DH23	MM10	13994	0.9445	0.9723	0.9445	Non-TR
DH23	MM12	14247	0.9469	0.9686	0.9469	Non-TR
DH23	MM13	14080	0.9461	0.9712	0.9461	Non-TR
DH23	MM15a	14058	0.943	0.9731	0.943	Non-TR
DH23	MM15b	13742	0.9498	0.9732	0.9498	Non-TR
DH23	MM1	14052	0.9482	0.9705	0.9482	Non-TR
DH23	MM20	14432	0.9479	0.972	0.9479	Non-TR
DH23	MM25	14179	0.9448	0.9729	0.9448	Non-TR
DH23	MM29	14341	0.95	0.9723	0.95	Non-TR
DH23	MM2	14315	0.9503	0.9694	0.9503	Non-TR
DH23	MM30	13983	0.9495	0.9712	0.9495	Non-TR
DH23	MM6	14056	0.9453	0.9722	0.9453	Non-TR
DH23	MM7	13902	0.9417	0.9725	0.9417	Non-TR
DH23	MM8	13932	0.9471	0.9732	0.9471	Non-TR
DH23	NB11	14419	0.9531	0.9781	0.9531	Non-TR
DH23	NB12	14297	0.9502	0.9788	0.9502	Non-TR
DH23	NB13	14398	0.959	0.9588	0.9588	Non-TR
DH23	NB15	14227	0.9566	0.9757	0.9566	Non-TR
DH23	NB17	14024	0.953	0.9797	0.953	Non-TR
DH23	NB19	14597	0.9638	0.9596	0.9596	Non-TR
DH23	NB1	14139	0.9489	0.959	0.9489	Non-TR
DH23	NB27a	14405	0.9516	0.9788	0.9516	Non-TR
DH23	NB27b	14428	0.9513	0.9783	0.9513	Non-TR
DH23	NB28	14585	0.9532	0.98	0.9532	Non-TR
DH23	NB2	14636	0.959	0.9599	0.959	Non-TR
DH23	NB5	14300	0.9568	0.9601	0.9568	Non-TR
DH23	NB6	14611	0.9581	0.9578	0.9578	Non-TR
DH23	NB8	14594	0.952	0.979	0.952	Non-TR
DH23	NB9	13936	0.9521	0.9763	0.9521	Non-TR
DH23	WH11	14702	0.9613	0.9577	0.9577	Non-TR
DH23	WH13	14833	0.965	0.9577	0.9577	Non-TR
DH23	WH15	14597	0.9646	0.9577	0.9577	Non-TR
DH23	WH1	14694	0.9613	0.9573	0.9573	Non-TR
DH23	WH20	14757	0.9654	0.9585	0.9585	Non-TR
DH23	WH22	14604	0.9636	0.9578	0.9578	Non-TR
DH23	WH25	14547	0.9614	0.9587	0.9587	Non-TR
DH23	WH28	14637	0.9616	0.958	0.958	Non-TR
DH23	WH29	10546	0.9575	0.9605	0.9575	Non-TR
DH23	WH3a	14564	0.9641	0.9586	0.9586	Non-TR
DH23	WH3b	14156	0.9601	0.9597	0.9597	Non-TR
DH23	WH5	14830	0.9627	0.9581	0.9581	Non-TR
DH23	WH6	14739	0.9629	0.9579	0.9579	Non-TR
DH23	WH9	14821	0.9633	0.9587	0.9587	Non-TR
DH25	DH27	14587	0.9768	0.982	0.9768	Non-TR
DH25	DH29	14917	0.981	0.9814	0.981	Non-TR
DH25	DH30	14147	0.9732	0.9825	0.9732	Non-TR
DH25	DH4	14564	0.9787	0.9823	0.9787	Non-TR
DH25	DH6	14743	0.9777	0.9823	0.9777	Non-TR
DH25	DH8	12985	0.9784	0.984	0.9784	Non-TR
DH25	DP13	14381	0.9526	0.9687	0.9526	Non-TR
DH25	DP17	14684	0.9546	0.9673	0.9546	Non-TR
DH25	DP1	14337	0.9519	0.9671	0.9519	Non-TR
DH25	DP22	14639	0.9532	0.9671	0.9532	Non-TR
DH25	DP23	13818	0.942	0.9674	0.942	Non-TR
DH25	DP25	14404	0.9527	0.9668	0.9527	Non-TR
DH25	DP26	14752	0.9575	0.9658	0.9575	Non-TR
DH25	DP28	14148	0.9551	0.9659	0.9551	Non-TR
DH25	DP2	14557	0.9534	0.9656	0.9534	Non-TR
DH25	DP4	14131	0.9547	0.9674	0.9547	Non-TR
DH25	DP6	14652	0.9566	0.9678	0.9566	Non-TR
DH25	DP8	14779	0.9561	0.9666	0.9561	Non-TR
DH25	FC10	14544	0.9455	0.9745	0.9455	Non-TR
DH25	FC12	14039	0.9422	0.9755	0.9422	Non-TR
DH25	FC13	14029	0.9432	0.9744	0.9432	Non-TR
DH25	FC14	14339	0.945	0.976	0.945	Non-TR
DH25	FC19	11686	0.9294	0.975	0.9294	Non-TR
DH25	FC23	14120	0.9459	0.9737	0.9459	Non-TR
DH25	FC24	14103	0.947	0.9735	0.947	Non-TR
DH25	FC27	14388	0.9484	0.9728	0.9484	Non-TR
DH25	FC28	13775	0.9355	0.9745	0.9355	Non-TR
DH25	FC30a	14435	0.9568	0.9766	0.9568	Non-TR
DH25	FC30b	14291	0.9569	0.9783	0.9569	Non-TR
DH25	FC5	14176	0.9444	0.9748	0.9444	Non-TR
DH25	FC7	14184	0.9446	0.9737	0.9446	Non-TR
DH25	FI11	13732	0.9537	0.9799	0.9537	Non-TR
DH25	FI16	14217	0.9538	0.979	0.9538	Non-TR
DH25	FI1	14395	0.9556	0.9791	0.9556	Non-TR
DH25	FI21	13778	0.9538	0.9776	0.9538	Non-TR
DH25	FI22	14677	0.9558	0.9796	0.9558	Non-TR
DH25	FI25	14612	0.9563	0.9792	0.9563	Non-TR
DH25	FI26	14459	0.9538	0.9795	0.9538	Non-TR
DH25	FI29	14825	0.9565	0.9781	0.9565	Non-TR
DH25	FI5	14513	0.9544	0.9788	0.9544	Non-TR
DH25	FI7	14451	0.9573	0.9783	0.9573	Non-TR
DH25	FI8	14488	0.9575	0.9783	0.9575	Non-TR
DH25	FI9	14519	0.9551	0.9795	0.9551	Non-TR
DH25	GU10	4821	0.3254	0.956	0.3254	Non-TR
DH25	GU12	2561	0.1715	0.9599	0.1715	Non-TR
DH25	GU13	3756	0.2519	0.9606	0.2519	Non-TR
DH25	GU17	3108	0.2058	0.9637	0.2058	Non-TR
DH25	GU19	2365	0.16	0.9506	0.16	Non-TR
DH25	GU21	2628	0.1888	0.9623	0.1888	Non-TR
DH25	GU23	1611	0.1068	0.9476	0.1068	Non-TR
DH25	GU25	4293	0.2896	0.9578	0.2896	Non-TR
DH25	GU26	4491	0.3283	0.9531	0.3283	Non-TR
DH25	GU28	4637	0.3263	0.9553	0.3263	Non-TR
DH25	GU30	4810	0.3175	0.954	0.3175	Non-TR
DH25	GU5	4815	0.3189	0.9537	0.3189	Non-TR
DH25	GU7	4694	0.3243	0.9543	0.3243	Non-TR
DH25	HB10	14390	0.9536	0.9678	0.9536	Non-TR
DH25	HB12	14202	0.9496	0.9686	0.9496	Non-TR
DH25	HB16	14379	0.9532	0.9656	0.9532	Non-TR
DH25	HB19	14491	0.955	0.9673	0.955	Non-TR
DH25	HB1	14385	0.9677	0.9814	0.9677	Non-TR
DH25	HB20	14575	0.9702	0.9794	0.9702	Non-TR
DH25	HB23	14280	0.9495	0.9689	0.9495	Non-TR
DH25	HB24	14267	0.949	0.9683	0.949	Non-TR
DH25	HB27	14707	0.9556	0.9667	0.9556	Non-TR
DH25	HB28	14966	0.973	0.9802	0.973	Non-TR
DH25	HB2	14377	0.9702	0.9794	0.9702	Non-TR
DH25	HB30	14394	0.9525	0.9677	0.9525	Non-TR
DH25	HB4	14102	0.9685	0.978	0.9685	Non-TR
DH25	HB5	14596	0.9538	0.9684	0.9538	Non-TR
DH25	MB10	14735	0.9543	0.9793	0.9543	Non-TR
DH25	MB11	14220	0.9524	0.9782	0.9524	Non-TR
DH25	MB16	14351	0.9501	0.9733	0.9501	Non-TR
DH25	MB17	14753	0.956	0.9786	0.956	Non-TR
DH25	MB18	14591	0.9512	0.9795	0.9512	Non-TR
DH25	MB1	14412	0.9452	0.9791	0.9452	Non-TR
DH25	MB21	14410	0.9537	0.9771	0.9537	Non-TR
DH25	MB23	14758	0.9574	0.9776	0.9574	Non-TR
DH25	MB26	14383	0.9521	0.9773	0.9521	Non-TR
DH25	MB3	14847	0.9587	0.9758	0.9587	Non-TR
DH25	MB5	14121	0.9517	0.9763	0.9517	Non-TR
DH25	MB9	14518	0.9496	0.9801	0.9496	Non-TR
DH25	MM10	14054	0.9456	0.9719	0.9456	Non-TR
DH25	MM12	14341	0.9487	0.9696	0.9487	Non-TR
DH25	MM13	14166	0.9481	0.9717	0.9481	Non-TR
DH25	MM15a	14123	0.9434	0.9734	0.9434	Non-TR
DH25	MM15b	13775	0.9497	0.9727	0.9497	Non-TR
DH25	MM1	14191	0.9515	0.9733	0.9515	Non-TR
DH25	MM20	14513	0.9486	0.973	0.9486	Non-TR
DH25	MM25	14254	0.9466	0.9747	0.9466	Non-TR
DH25	MM29	14413	0.9509	0.9723	0.9509	Non-TR
DH25	MM2	14367	0.9514	0.9688	0.9514	Non-TR
DH25	MM30	14079	0.9503	0.9715	0.9503	Non-TR
DH25	MM6	14159	0.9468	0.9741	0.9468	Non-TR
DH25	MM7	14028	0.9439	0.9748	0.9439	Non-TR
DH25	MM8	13978	0.9479	0.9729	0.9479	Non-TR
DH25	NB11	14482	0.9536	0.9779	0.9536	Non-TR
DH25	NB12	14316	0.9505	0.9766	0.9505	Non-TR
DH25	NB13	14456	0.9601	0.9584	0.9584	Non-TR
DH25	NB15	14272	0.956	0.9751	0.956	Non-TR
DH25	NB17	14051	0.9533	0.9791	0.9533	Non-TR
DH25	NB19	14667	0.9642	0.9596	0.9596	Non-TR
